transaction_id,timestamp,merchant_id,merchant_category,amount,hour_of_day,device_age_days,is_new_device,distance_from_usual_location_km,seconds_since_last_transaction,txn_count_last_hour,customer_avg_amount_30d,amount_to_avg_ratio,failed_attempts_last_hour,is_fraud
txn_000033,2026-01-01 01:38:10.364157,merchant_c,grocery,199.29,17,650.9,0,24.2,2619.3,0,249.42,0.799,0,0
txn_000034,2026-01-01 01:38:40.712788,merchant_c,digital_goods,3813.2,13,7.8,0,8.9,1093.2,1,3387.04,1.126,0,0
txn_000035,2026-01-01 01:39:27.451335,merchant_a,digital_goods,6138.08,4,795.5,0,30.1,1962.3,0,5685.73,1.08,0,0
txn_000036,2026-01-01 01:40:34.945197,merchant_c,grocery,186.31,12,126.7,0,8.3,3667.7,1,273.7,0.681,0,0
txn_000037,2026-01-01 01:42:12.860401,merchant_b,grocery,868.09,17,70.1,0,4.6,2144.7,0,713.19,1.217,1,0
txn_000038,2026-01-01 01:48:22.487798,merchant_b,grocery,209.06,8,252.9,0,0.6,9351.1,2,200.0,1.045,0,0
txn_000039,2026-01-01 01:50:59.404760,merchant_b,electronics,6013.06,5,74.8,0,11.6,4087.6,1,5074.94,1.185,1,0
txn_000040,2026-01-01 01:52:02.436628,merchant_b,fashion,6999.09,19,52.2,1,70.6,329.7,4,1264.22,5.536,0,1
txn_000041,2026-01-01 01:57:31.165807,merchant_a,travel,9968.62,19,252.2,0,10.6,2425.8,1,3450.19,2.889,0,0
txn_000042,2026-01-01 01:58:12.225036,merchant_a,digital_goods,2450.65,12,145.9,0,3.7,5.8,0,3283.26,0.746,0,0
txn_000043,2026-01-01 01:59:15.735072,merchant_a,digital_goods,2967.98,5,20.8,0,27.9,1862.4,0,4839.37,0.613,1,0
txn_000044,2026-01-01 01:59:26.941314,merchant_a,travel,4219.76,11,188.4,0,4.9,1414.0,2,5130.63,0.822,0,0
txn_000045,2026-01-01 02:01:36.669918,merchant_a,fashion,743.86,17,53.0,0,8.2,4674.4,1,2347.96,0.317,0,0
txn_000046,2026-01-01 02:02:29.198623,merchant_a,travel,5214.06,16,114.7,0,20.9,1.0,0,3910.91,1.333,0,0
txn_000047,2026-01-01 02:20:53.553830,merchant_a,fashion,4556.5,2,36.8,0,33.5,3409.5,2,3920.76,1.162,1,1
txn_000048,2026-01-01 02:22:29.627342,merchant_c,fashion,2892.06,2,32.4,0,11.6,595.2,1,2830.46,1.022,0,0
txn_000049,2026-01-01 02:34:19.474684,merchant_a,travel,3403.43,8,275.3,0,20.5,1552.6,0,5257.94,0.647,0,0
txn_000050,2026-01-01 02:40:01.874591,merchant_a,travel,4987.19,17,297.2,0,4.2,439.1,1,5303.82,0.94,0,0
txn_000051,2026-01-01 02:45:04.896935,merchant_c,electronics,11285.66,21,59.8,0,1.7,2135.3,1,6558.91,1.721,0,0
txn_000052,2026-01-01 02:51:04.257029,merchant_a,grocery,1425.04,6,3.4,0,0.9,787.5,0,1837.52,0.776,0,0
txn_000053,2026-01-01 02:51:29.867277,merchant_b,grocery,5852.62,0,413.0,0,16.0,1351.5,1,3306.76,1.77,0,0
txn_000054,2026-01-01 02:54:24.801824,merchant_c,utilities,1918.01,5,362.4,0,4.2,2710.7,0,3662.88,0.524,0,0
txn_000055,2026-01-01 02:56:31.715703,merchant_a,fashion,8125.71,13,105.1,0,7.5,2822.6,1,3003.15,2.706,1,0
txn_000056,2026-01-01 02:59:23.613561,merchant_a,grocery,2768.89,12,253.4,0,5.2,8115.4,1,2428.45,1.14,0,0
txn_000057,2026-01-01 03:00:17.111391,merchant_a,utilities,2083.44,7,817.7,0,12.4,68.6,3,2020.2,1.031,0,0
txn_000058,2026-01-01 03:01:46.851506,merchant_b,digital_goods,3008.67,21,196.9,0,35.2,3185.0,1,4148.71,0.725,0,0
txn_000059,2026-01-01 03:04:27.477356,merchant_c,utilities,3712.12,19,274.2,0,27.9,7297.5,0,3430.74,1.082,0,0
txn_000060,2026-01-01 03:08:42.626470,merchant_a,electronics,2348.32,14,548.7,0,2.6,3821.8,0,5271.05,0.446,0,0
txn_000061,2026-01-01 03:16:56.804518,merchant_a,digital_goods,3107.79,15,114.1,0,5.0,6099.8,1,4898.04,0.634,0,0
txn_000062,2026-01-01 03:17:07.567082,merchant_c,travel,5783.72,17,4.4,1,4.1,939.9,0,5039.74,1.148,0,0
txn_000063,2026-01-01 03:24:56.664368,merchant_a,fashion,2403.93,17,170.3,0,5.1,12433.3,2,4507.68,0.533,0,0
txn_000064,2026-01-01 03:25:42.762502,merchant_b,fashion,7420.03,13,160.2,0,10.3,2158.2,0,5357.16,1.385,0,0
txn_000065,2026-01-01 03:29:00.064329,merchant_a,travel,2060.4,21,121.9,0,1.1,7711.2,0,3218.1,0.64,0,0
txn_000066,2026-01-01 03:33:04.392123,merchant_c,travel,7029.37,13,173.3,0,9.5,1508.8,0,4891.94,1.437,0,0
txn_000067,2026-01-01 03:35:40.675334,merchant_c,electronics,3187.29,8,173.7,0,3.6,3.0,0,3865.16,0.825,1,0
txn_000068,2026-01-01 03:39:07.872740,merchant_c,travel,2216.21,21,251.8,0,9.2,3787.4,1,5662.58,0.391,0,0
txn_000069,2026-01-01 03:40:06.201129,merchant_c,electronics,11165.14,13,2.3,1,7.9,5683.0,0,4047.69,2.758,0,0
txn_000070,2026-01-01 03:42:54.144123,merchant_b,utilities,1521.82,11,53.1,0,8.8,885.2,0,2445.95,0.622,1,0
txn_000071,2026-01-01 03:47:38.511652,merchant_c,electronics,4599.31,17,233.8,0,9.4,8704.1,1,3389.49,1.357,0,0
txn_000072,2026-01-01 03:47:46.182624,merchant_c,electronics,1713.84,19,99.1,0,5.3,725.1,3,1463.1,1.171,0,0
txn_000073,2026-01-01 03:56:40.991282,merchant_a,fashion,598.51,6,179.3,0,15.9,1927.0,2,366.01,1.635,0,0
txn_000074,2026-01-01 04:04:03.629838,merchant_c,grocery,4522.7,17,80.0,0,4.2,1003.3,0,2829.25,1.599,0,0
txn_000075,2026-01-01 04:04:32.257878,merchant_a,utilities,598.38,7,1173.3,0,7.5,1334.6,0,831.85,0.719,0,0
txn_000076,2026-01-01 04:05:09.904164,merchant_a,utilities,1580.1,9,223.3,0,4.7,917.1,1,2394.51,0.66,0,0
txn_000077,2026-01-01 04:09:21.103420,merchant_b,grocery,1423.82,3,50.5,1,29.8,3314.4,1,821.9,1.732,1,1
txn_000078,2026-01-01 04:12:20.468664,merchant_c,travel,1710.95,5,66.0,0,1.8,1007.8,0,3447.26,0.496,0,0
txn_000079,2026-01-01 04:14:34.860459,merchant_c,grocery,4296.6,13,62.4,1,7.1,15279.4,1,3140.02,1.368,0,0
txn_000080,2026-01-01 04:14:39.504602,merchant_a,digital_goods,4865.08,4,96.1,0,3.1,11085.5,0,3331.23,1.46,0,0
txn_000081,2026-01-01 04:17:59.017868,merchant_b,grocery,2074.69,15,316.4,0,1.2,805.7,0,3289.54,0.631,0,0
txn_000082,2026-01-01 04:21:01.449052,merchant_b,fashion,236.14,5,125.7,0,1.4,2857.8,0,290.65,0.812,0,0
txn_000083,2026-01-01 04:31:28.654884,merchant_b,travel,3529.1,17,41.8,0,2.2,3518.7,1,5983.98,0.59,0,0
txn_000084,2026-01-01 04:32:12.784622,merchant_b,electronics,9960.36,16,54.1,0,1.3,8635.3,0,6652.26,1.497,0,0
txn_000085,2026-01-01 04:35:11.872755,merchant_b,electronics,6024.92,11,279.2,0,4.3,104.2,0,6017.61,1.001,0,0
txn_000086,2026-01-01 04:41:48.628226,merchant_c,travel,2733.35,7,154.6,0,0.9,3906.9,1,4243.23,0.644,0,0
txn_000087,2026-01-01 04:46:18.014224,merchant_c,utilities,1232.35,22,103.1,0,2.1,4218.3,0,1446.88,0.852,0,0
txn_000088,2026-01-01 04:46:58.217172,merchant_b,grocery,144.25,14,25.5,0,2.1,3780.6,0,200.0,0.721,0,0
txn_000089,2026-01-01 04:47:37.062166,merchant_a,digital_goods,7376.35,8,47.8,0,4.5,1929.6,0,6476.59,1.139,0,0
txn_000090,2026-01-01 04:49:19.312206,merchant_c,utilities,1184.39,10,214.6,0,0.9,2386.5,0,1412.56,0.838,0,0
txn_000091,2026-01-01 04:50:20.340207,merchant_b,electronics,5914.93,22,79.5,0,31.0,4725.6,0,5854.02,1.01,0,0
txn_000092,2026-01-01 04:56:45.395095,merchant_a,grocery,357.7,1,308.2,0,7.0,2166.9,0,200.0,1.788,0,0
txn_000093,2026-01-01 04:58:01.111650,merchant_c,fashion,1094.31,15,63.3,0,10.2,811.9,0,2882.69,0.38,0,0
txn_000094,2026-01-01 05:06:47.020460,merchant_a,travel,8635.71,17,914.2,0,5.7,2292.8,2,7588.12,1.138,0,0
txn_000095,2026-01-01 05:19:13.529461,merchant_c,utilities,3952.47,13,244.1,0,2.1,1550.4,1,2547.42,1.552,1,0
txn_000096,2026-01-01 05:19:35.170154,merchant_c,electronics,2046.12,7,121.5,0,29.9,811.6,1,6025.85,0.34,0,0
txn_000097,2026-01-01 05:23:58.422750,merchant_a,fashion,971.31,22,36.8,0,6.5,5114.3,2,951.35,1.021,0,0
txn_000098,2026-01-01 05:24:41.492819,merchant_b,fashion,3391.38,6,478.4,0,24.5,1483.4,0,4053.28,0.837,1,0
txn_000099,2026-01-01 05:25:20.687373,merchant_c,fashion,1826.05,19,49.2,0,12.5,3272.0,0,1469.02,1.243,0,0
txn_000100,2026-01-01 05:33:27.211231,merchant_b,fashion,3034.23,5,36.8,0,11.1,238.0,1,3370.05,0.9,1,0
txn_000101,2026-01-01 05:38:33.675820,merchant_c,fashion,1961.36,8,315.2,0,14.7,3573.5,1,2421.13,0.81,0,0
txn_000102,2026-01-01 05:41:40.967962,merchant_b,utilities,1598.77,6,238.3,0,3.2,194.6,0,2516.65,0.635,0,0
txn_000103,2026-01-01 05:42:25.286590,merchant_c,travel,6571.14,21,418.7,0,5.3,14994.5,2,6306.57,1.042,0,0
txn_000104,2026-01-01 05:43:39.271355,merchant_a,fashion,4320.06,16,219.2,0,10.1,201.7,1,3485.96,1.239,0,0
txn_000105,2026-01-01 05:49:18.132426,merchant_a,grocery,1113.5,12,56.2,0,9.9,4724.8,0,1708.39,0.652,2,0
txn_000106,2026-01-01 05:50:11.101714,merchant_a,utilities,4086.75,13,117.4,0,24.0,915.1,0,2473.17,1.652,0,0
txn_000107,2026-01-01 05:50:20.907255,merchant_a,fashion,3314.55,6,30.0,0,27.9,4098.5,1,3232.03,1.026,0,0
txn_000108,2026-01-01 05:56:43.238145,merchant_b,travel,5440.64,20,137.1,0,19.6,4694.0,2,4668.34,1.165,0,0
txn_000109,2026-01-01 06:05:57.590318,merchant_a,digital_goods,6502.77,11,52.2,0,0.9,4326.8,1,5991.2,1.085,0,0
txn_000110,2026-01-01 06:09:07.808674,merchant_b,utilities,2208.52,18,430.5,0,4.8,3702.5,1,2867.05,0.77,0,0
txn_000111,2026-01-01 06:09:55.451440,merchant_b,fashion,5225.13,9,75.1,0,25.6,11270.0,0,4451.38,1.174,0,0
txn_000112,2026-01-01 06:15:48.002763,merchant_c,grocery,1828.1,8,24.7,0,22.4,2224.9,1,2472.44,0.739,1,0
txn_000113,2026-01-01 06:16:33.928257,merchant_c,grocery,900.79,7,172.4,0,8.2,662.4,1,1353.73,0.665,0,0
txn_000114,2026-01-01 06:26:14.602821,merchant_c,travel,70203.21,14,27.1,1,3.1,3355.6,1,4467.19,15.715,0,1
txn_000115,2026-01-01 06:28:58.561711,merchant_c,travel,5056.48,14,88.9,0,28.0,1262.0,0,5083.58,0.995,0,0
txn_000116,2026-01-01 06:29:03.845784,merchant_a,electronics,4712.87,10,164.7,0,5.2,562.6,1,3710.39,1.27,0,0
txn_000117,2026-01-01 06:30:16.942925,merchant_c,digital_goods,6550.19,14,122.8,0,7.2,1074.1,2,4379.26,1.496,0,0
txn_000118,2026-01-01 06:34:54.064172,merchant_a,utilities,2007.49,18,6.9,1,4.9,1437.2,1,3705.94,0.542,0,0
txn_000119,2026-01-01 06:35:37.923207,merchant_c,utilities,2506.49,4,404.4,0,3.6,58.2,4,3017.87,0.831,1,0
txn_000120,2026-01-01 06:37:21.960784,merchant_c,fashion,2429.43,15,199.1,0,0.4,69.9,3,3299.63,0.736,0,0
txn_000121,2026-01-01 06:38:57.354179,merchant_c,grocery,3153.71,19,261.1,0,35.2,29230.9,0,3188.0,0.989,0,0
txn_000122,2026-01-01 06:42:42.829544,merchant_c,grocery,3168.84,11,52.1,0,2.6,118.5,0,2439.04,1.299,0,0
txn_000123,2026-01-01 06:45:29.518893,merchant_a,travel,3652.34,5,210.3,0,2.7,506.4,1,5063.12,0.721,0,0
txn_000124,2026-01-01 06:49:11.277349,merchant_a,travel,5773.46,7,302.7,0,1.5,5822.0,1,6179.24,0.934,0,0
txn_000125,2026-01-01 06:49:59.759829,merchant_a,utilities,4000.12,9,83.1,0,2.6,2794.6,0,2832.68,1.412,1,0
txn_000126,2026-01-01 06:54:28.686784,merchant_b,grocery,698.48,12,457.9,0,57.0,557.6,1,363.41,1.922,0,1
txn_000127,2026-01-01 06:56:07.635094,merchant_b,travel,2871.91,12,3.5,0,12.4,7337.4,1,6020.34,0.477,0,0
txn_000128,2026-01-01 06:56:41.368572,merchant_c,grocery,1832.03,9,559.3,0,6.3,3967.7,1,2072.38,0.884,1,0
txn_000129,2026-01-01 07:00:13.251235,merchant_a,grocery,4715.99,16,352.8,0,7.9,5249.9,0,3536.85,1.333,0,0
txn_000130,2026-01-01 07:01:30.459242,merchant_b,grocery,849.59,21,54.6,0,0.4,2703.2,0,578.63,1.468,0,0
txn_000131,2026-01-01 07:02:40.671020,merchant_c,electronics,6203.97,5,19.9,0,14.7,3439.9,0,5753.0,1.078,0,0
txn_000132,2026-01-01 07:05:20.660146,merchant_a,digital_goods,8136.2,16,230.3,0,1.1,597.9,0,5655.49,1.439,0,0
txn_000133,2026-01-01 07:07:49.913294,merchant_c,digital_goods,972.42,2,360.1,0,34.2,395.0,2,3631.59,0.268,2,1
txn_000134,2026-01-01 07:08:11.187126,merchant_a,electronics,2282.48,0,455.5,0,5.6,859.5,0,6336.1,0.36,0,0
txn_000135,2026-01-01 07:15:07.830339,merchant_c,grocery,2151.13,13,160.8,0,6.1,69.8,0,2016.03,1.067,1,0
txn_000136,2026-01-01 07:18:38.554537,merchant_c,grocery,1514.52,12,281.3,0,6.5,3013.0,0,1480.41,1.023,0,0
txn_000137,2026-01-01 07:25:35.033525,merchant_a,utilities,2171.02,8,960.8,0,2.7,8004.9,0,1870.81,1.16,0,0
txn_000138,2026-01-01 07:25:37.778205,merchant_c,fashion,1734.55,22,54.0,0,5.0,739.8,0,3351.98,0.517,0,0
txn_000139,2026-01-01 07:30:09.876120,merchant_c,utilities,4364.02,5,359.6,0,8.9,884.1,2,3108.53,1.404,0,0
txn_000140,2026-01-01 07:31:45.653534,merchant_c,electronics,9148.11,20,332.4,0,21.3,1114.9,0,3536.24,2.587,0,0
txn_000141,2026-01-01 07:34:20.168297,merchant_c,electronics,4697.73,5,50.3,0,2.4,1455.3,0,4323.78,1.086,0,0
txn_000142,2026-01-01 07:37:02.545960,merchant_a,electronics,11125.72,2,5.1,0,5.1,705.8,4,4611.52,2.413,0,1
txn_000143,2026-01-01 07:38:02.089449,merchant_a,digital_goods,7202.06,9,47.8,0,20.2,8032.9,0,7091.57,1.016,0,0
txn_000144,2026-01-01 07:44:45.957201,merchant_b,utilities,3287.06,22,339.4,0,5.3,1713.8,1,3662.56,0.897,0,0
txn_000145,2026-01-01 07:47:49.013471,merchant_c,travel,9008.02,19,270.4,0,0.3,7120.7,1,5622.75,1.602,0,0
txn_000146,2026-01-01 07:48:12.724716,merchant_c,digital_goods,3161.83,16,38.3,0,0.1,5495.3,0,2544.71,1.243,0,0
txn_000147,2026-01-01 07:54:42.203794,merchant_b,utilities,3985.33,18,244.9,0,18.2,363.8,3,2480.05,1.607,0,0
txn_000148,2026-01-01 07:58:23.556720,merchant_a,fashion,2108.4,15,161.6,0,4.8,4654.2,0,2291.58,0.92,0,0
txn_000149,2026-01-01 08:01:11.402848,merchant_b,digital_goods,3097.64,16,227.4,0,1.5,4273.2,2,4431.9,0.699,0,0
txn_000150,2026-01-01 08:02:15.952430,merchant_a,utilities,212.31,18,553.1,0,17.6,963.1,3,419.35,0.506,0,0
txn_000151,2026-01-01 08:02:44.319980,merchant_b,utilities,2343.58,19,159.5,0,1.5,3651.4,0,1884.28,1.244,0,0
txn_000152,2026-01-01 08:09:00.783878,merchant_a,utilities,2984.07,13,390.6,0,3.9,10833.3,0,3232.12,0.923,0,0
txn_000153,2026-01-01 08:09:15.332640,merchant_b,travel,2676.35,5,320.5,0,1.7,413.1,1,5386.95,0.497,0,0
txn_000154,2026-01-01 08:10:29.130568,merchant_a,electronics,7373.32,8,34.7,0,20.1,4898.3,2,5992.64,1.23,0,0
txn_000155,2026-01-01 08:10:45.220434,merchant_b,utilities,4080.65,12,176.0,0,6.8,657.9,2,2959.65,1.379,0,0
txn_000156,2026-01-01 08:14:02.326497,merchant_a,travel,3833.32,22,215.2,0,0.1,10699.2,0,5183.45,0.74,0,0
txn_000157,2026-01-01 08:16:09.753431,merchant_c,fashion,3827.69,0,202.2,0,11.9,5446.5,1,3216.98,1.19,0,0
txn_000158,2026-01-01 08:28:59.770409,merchant_a,grocery,2425.88,13,813.2,0,3.6,4718.3,0,2689.09,0.902,1,0
txn_000159,2026-01-01 08:35:27.387815,merchant_b,grocery,187.38,4,429.4,0,13.3,401.5,4,200.0,0.937,0,0
txn_000160,2026-01-01 08:39:46.261957,merchant_a,utilities,1628.91,7,49.1,0,15.1,859.9,0,1672.48,0.974,0,0
txn_000161,2026-01-01 08:40:01.412838,merchant_c,electronics,5875.54,18,201.8,0,8.8,3271.8,2,5025.34,1.169,0,0
txn_000162,2026-01-01 08:43:03.831032,merchant_c,travel,3574.71,17,19.9,0,2.0,12472.0,0,7482.41,0.478,0,0
txn_000163,2026-01-01 08:45:16.445091,merchant_a,fashion,1632.67,15,279.7,0,11.6,7659.2,2,2376.47,0.687,2,0
txn_000164,2026-01-01 08:45:19.096852,merchant_b,utilities,2000.98,10,243.3,0,7.0,2134.1,0,3350.73,0.597,0,0
txn_000165,2026-01-01 08:45:49.643855,merchant_a,fashion,6491.61,8,165.8,0,5.5,2076.7,1,3843.56,1.689,0,0
txn_000166,2026-01-01 08:46:28.734802,merchant_a,fashion,2724.77,6,85.6,0,12.3,2675.5,1,2826.73,0.964,0,0
txn_000167,2026-01-01 08:48:57.535231,merchant_c,travel,2216.44,21,444.2,0,6.0,8654.4,1,3816.29,0.581,0,0
txn_000168,2026-01-01 08:51:48.567329,merchant_c,electronics,9175.0,13,42.3,0,13.5,14555.6,1,3549.67,2.585,0,0
txn_000169,2026-01-01 08:52:13.729442,merchant_a,electronics,2956.77,20,29.7,0,10.5,2321.4,1,5681.85,0.52,0,0
txn_000170,2026-01-01 08:57:44.696769,merchant_b,grocery,1204.45,19,331.0,0,8.7,2185.3,2,1766.97,0.682,0,0
txn_000171,2026-01-01 09:04:02.623600,merchant_a,grocery,1667.8,11,161.3,0,7.4,3123.1,0,2719.15,0.613,0,0
txn_000172,2026-01-01 09:05:43.432738,merchant_c,travel,3183.92,21,10.3,0,18.1,1022.8,1,5969.29,0.533,0,0
txn_000173,2026-01-01 09:09:30.979737,merchant_b,travel,1571.24,13,578.3,0,1.2,5421.2,1,3112.58,0.505,0,0
txn_000174,2026-01-01 09:14:17.337024,merchant_c,digital_goods,3321.58,5,26.1,0,22.2,1996.7,1,2721.75,1.22,0,0
txn_000175,2026-01-01 09:26:00.046145,merchant_a,grocery,358.25,0,0.8,1,3.8,13.9,2,566.89,0.632,0,0
txn_000176,2026-01-01 09:29:33.046780,merchant_c,electronics,5100.83,10,40.1,0,1.9,49.7,0,4484.94,1.137,0,0
txn_000177,2026-01-01 09:32:01.523700,merchant_c,digital_goods,3252.07,5,179.9,0,5.0,1896.7,3,4804.2,0.677,0,0
txn_000178,2026-01-01 09:32:33.198981,merchant_c,grocery,2597.13,12,121.1,0,21.9,4065.1,2,1638.37,1.585,0,0
txn_000179,2026-01-01 09:35:51.802972,merchant_b,electronics,4071.57,3,124.3,0,7.4,2006.7,1,3982.37,1.022,0,0
txn_000180,2026-01-01 09:35:59.602422,merchant_a,travel,4768.95,13,193.7,0,5.5,11148.7,0,5461.7,0.873,0,0
txn_000181,2026-01-01 09:40:04.483181,merchant_a,digital_goods,6074.03,22,245.5,0,11.2,4831.0,1,3825.9,1.588,0,0
txn_000182,2026-01-01 09:41:00.183647,merchant_c,digital_goods,801.39,20,181.2,0,11.2,2136.7,2,933.78,0.858,0,0
txn_000183,2026-01-01 09:41:33.711143,merchant_a,utilities,1990.65,8,74.4,0,10.7,14438.2,1,992.15,2.006,0,0
txn_000184,2026-01-01 09:41:46.080640,merchant_c,utilities,1780.19,19,173.9,0,0.3,6866.5,0,2448.3,0.727,0,0
txn_000185,2026-01-01 09:44:26.084092,merchant_a,utilities,2440.0,4,335.8,0,14.7,5932.5,1,3345.26,0.729,0,0
txn_000186,2026-01-01 09:56:41.814159,merchant_b,fashion,5075.34,11,112.0,0,24.4,3757.5,1,4664.22,1.088,0,0
txn_000187,2026-01-01 09:56:53.403319,merchant_b,digital_goods,1550.13,10,350.3,0,0.2,2185.4,0,2046.35,0.758,0,0
txn_000188,2026-01-01 09:57:15.585245,merchant_a,digital_goods,3778.27,12,760.4,0,9.4,4119.5,0,4357.21,0.867,0,0
txn_000189,2026-01-01 09:57:21.134386,merchant_b,digital_goods,2034.73,5,431.1,0,8.4,727.7,1,2722.81,0.747,0,0
txn_000190,2026-01-01 10:01:40.584762,merchant_a,grocery,1605.36,2,11.0,1,4.1,1002.1,0,2134.08,0.752,0,0
txn_000191,2026-01-01 10:03:55.964142,merchant_a,utilities,2596.87,4,22.4,0,3.3,2889.0,0,2252.75,1.153,0,0
txn_000192,2026-01-01 10:09:35.101151,merchant_a,grocery,1711.3,11,575.4,0,17.8,262.2,1,1375.65,1.244,0,0
txn_000193,2026-01-01 10:12:54.760001,merchant_a,grocery,1009.17,10,449.6,0,8.0,9593.9,1,1747.09,0.578,0,0
txn_000194,2026-01-01 10:16:40.526651,merchant_b,fashion,2086.86,14,261.0,0,24.9,1135.1,1,3366.28,0.62,0,0
txn_000195,2026-01-01 10:16:55.014254,merchant_a,travel,3709.18,18,97.7,0,1.8,864.6,1,7699.98,0.482,0,0
txn_000196,2026-01-01 10:24:34.180103,merchant_b,fashion,5003.53,11,286.9,0,2.7,568.5,0,3525.49,1.419,0,0
txn_000197,2026-01-01 10:24:53.225930,merchant_b,grocery,801.42,13,210.6,0,7.8,3910.2,2,1028.8,0.779,0,0
txn_000198,2026-01-01 10:29:40.952568,merchant_a,digital_goods,5525.94,12,76.4,0,0.4,11213.8,1,4812.3,1.148,0,0
txn_000199,2026-01-01 10:30:50.182398,merchant_b,fashion,3031.49,15,116.8,0,7.5,5934.6,1,2650.58,1.144,0,0
